sector_bucket,num_tickers,num_train,num_val,num_test,test_mae,test_rmse,selected_val_baseline,selected_val_baseline_mae
Consumer Defensive,7,523,80,74,0.3557910621166229,0.5509021878242493,baseline_trailing_mean,0.5129638406250001
Utilities,3,289,39,34,0.4638479948043823,0.5631593465805054,baseline_trailing_mean,0.48548664102564104
Financial Services,14,678,144,152,0.7374741435050964,1.2621642351150513,baseline_persistence,0.6252266527777778
Technology,23,1081,212,249,0.7875533103942871,1.4324009418487549,baseline_persistence,0.6616030660377359
Communication Services,8,390,80,83,0.8349831104278564,1.4045937061309814,baseline_trailing_mean,0.479435903125
OTHER,8,191,33,76,0.8745953440666199,1.4379220008850098,baseline_trailing_mean,1.632348484848485
Industrials,9,504,80,93,1.082362413406372,1.8901783227920532,baseline_trailing_mean,1.1994062500000002
Healthcare,16,775,136,174,1.2060312032699585,2.0447404384613037,baseline_trailing_mean,0.6222814908088234
Consumer Cyclical,10,593,113,111,2.158735990524292,7.926236152648926,baseline_trailing_mean,0.4903693230088496
