sector_bucket,num_tickers,num_train,num_val,num_test,test_mae,test_rmse,selected_val_baseline,selected_val_baseline_mae
Consumer Cyclical,7,496,81,80,1.2981619834899902,1.9608306884765625,baseline_seasonal_naive,0.5794145555555554
Healthcare,16,775,136,174,1.8571374416351318,2.5586464405059814,baseline_trailing_mean,0.6222814908088234
Utilities,3,289,39,34,3.1671483516693115,3.74196457862854,baseline_trailing_mean,0.48548664102564104
Communication Services,7,338,64,71,3.45778751373291,4.306180000305176,baseline_persistence,0.43387553125
Consumer Defensive,7,523,80,74,5.30386209487915,6.283935070037842,baseline_trailing_mean,0.5129638406250001
OTHER,8,191,33,76,8.711665153503418,9.823349952697754,baseline_trailing_mean,1.632348484848485
Technology,17,823,162,184,19.25174903869629,20.475994110107422,baseline_trailing_mean,0.7569422067901235
Industrials,9,504,80,93,21.04282569885254,24.3531551361084,baseline_trailing_mean,1.1994062500000002
Financial Services,14,678,144,152,24.52287483215332,31.197952270507812,baseline_persistence,0.6252266527777778
