epoch,lr,train_loss,train_mae,train_rmse,val_loss,val_mae,val_rmse
1,0.0005,0.13687335732190506,0.1841518146058274,0.32272454465936623,0.5943045914173126,0.4609976517950697,0.9417620538443914
2,0.0005,0.09813285173605317,0.14734264555390056,0.2693597535852145,0.5769960880279541,0.4591241513079933,0.92167083021576
3,0.0005,0.08967636428449464,0.13349006861762855,0.25734710106757264,0.5653213560581207,0.45505909504870645,0.9074188323630805
4,0.0005,0.08596249475427296,0.13181658482624076,0.25022831227333814,0.5754935353994369,0.4637141088608006,0.9040765912897928
5,0.0005,0.07885663381413273,0.12596650554580474,0.23994201239138258,0.5884434342384338,0.469674215050641,0.8949777702741799
6,0.0005,0.07967915304976961,0.12709712604742518,0.24049769419450714,0.553329136967659,0.4499852915339144,0.897314131377352
7,0.0005,0.08242721547899039,0.13229484918216863,0.24171369616831398,0.5904142290353775,0.4661089073990324,0.9017067264055457
8,0.0005,0.07589745084228723,0.12206722329929026,0.23399130445747873,0.658597856760025,0.5076314527592948,0.914980641550561
9,0.0005,0.077326868377302,0.12291856874120133,0.23665799909513355,0.5535470545291901,0.4457422023934632,0.8854110675911341
10,0.0005,0.0736054220115361,0.11931554769767651,0.23229854113104234,0.5848770499229431,0.46494152116489584,0.8895431969505428
11,0.0005,0.07149828865152338,0.11872510332590376,0.23068517393540164,0.573943555355072,0.46094842518532025,0.8867519800111526
12,0.0005,0.07165955598263637,0.11813806168685509,0.22804379762148574,0.5938318461179733,0.4762248300373334,0.8858659393409178
13,0.0005,0.06644557983331058,0.11258316392959213,0.22058218128753962,0.5767672091722489,0.46340748952268673,0.8829648392653865
14,0.00025,0.06745618193045906,0.11423743287566097,0.2222849856924259,0.5891585558652878,0.4761175401096414,0.8826800240331869
15,0.00025,0.06675686865397122,0.11358734636933206,0.22095933861991132,0.5683571219444274,0.46208441840326653,0.8797223490547681
16,0.00025,0.06453051539542883,0.11107952999831612,0.2175026456741747,0.5915135324001313,0.47447159963340335,0.8858729674140446
17,0.00025,0.06591036510856255,0.11205309164763036,0.2199822199867197,0.5702097237110137,0.4608626799774786,0.8849238570420994
18,0.000125,0.06315115183267904,0.11011376901324674,0.21402103634542458,0.5924100637435913,0.4782753538931428,0.8863405191217314
19,0.000125,0.06217507370140241,0.10883674376416283,0.21328512359675275,0.5666390299797058,0.46040693615525413,0.8824704607943293
20,0.000125,0.0604948939188667,0.10537988383573084,0.21136282227289524,0.5759359717369079,0.4682427273300301,0.8804365408720736
21,0.000125,0.06051530405555083,0.10667066977676144,0.2100449708222108,0.5894468665122986,0.4745238286157816,0.8811816484487073
