epoch,lr,train_loss,train_mae,train_rmse,val_loss,val_mae,val_rmse
1,0.0005,0.5176253020763397,1.1064064938048417,1.3759362314331933,1.2649377584457397,1.9019995033740997,2.928087031827783
2,0.0005,0.2076798975467682,0.5271658039802968,0.9726168148722744,1.3410488367080688,1.9811720965486583,2.977338562076736
3,0.0005,0.20964105675617853,0.550466439603823,0.9821448628551226,1.271417260169983,1.9027188889908069,2.9235802812275913
4,0.0005,0.1772677923242251,0.4468463616377396,0.9347590641609463,1.2268651723861694,1.8583925267060597,2.889727339230942
5,0.0005,0.18081303934256235,0.4347873103478192,0.9334828195677551,1.2261009216308594,1.8552864216493838,2.8860279744838087
6,0.0005,0.16701866189638773,0.4135341175407639,0.9095788783284456,1.2473825216293335,1.873792447827079,2.895882291563622
7,0.0005,0.1665859247247378,0.42859983436412213,0.9110389398553019,1.2649555206298828,1.8956446304465786,2.9026043306502345
8,0.0005,0.1629080350200335,0.41816708820028453,0.9038505828859661,1.2414839267730713,1.8672363992893335,2.8815180507710414
9,0.0005,0.15513680378595987,0.38941171053426427,0.887764643389594,1.2189055681228638,1.8355138821132255,2.8615330312811174
10,0.0005,0.15604492028554282,0.3841172200066881,0.8842853517800029,1.2144629955291748,1.8278584728638332,2.851638734489785
11,0.0005,0.14927910019954047,0.3856508682691614,0.8745259213905525,1.2355597019195557,1.8616144566824941,2.8538159866639066
12,0.0005,0.14712957541147867,0.3964835605072101,0.8687338175442525,1.2279480695724487,1.8497532244884607,2.837191166826644
13,0.0005,0.13525284578402838,0.3574981318874509,0.8465247949508534,1.1975429058074951,1.8040084387316848,2.80587181707417
14,0.0005,0.13244154552618662,0.355034372179296,0.8195003290166798,1.1925255060195923,1.7998737439964756,2.78633164904232
15,0.0005,0.12446810801823933,0.35227773061597534,0.7989748386417572,1.2084637880325317,1.818432952418472,2.7756190472723743
16,0.0005,0.11637189487616222,0.32397621386338277,0.7801804339949089,1.1806516647338867,1.7754146673462607,2.7393568213210604
17,0.0005,0.10858251651128133,0.3162796137298589,0.7354280527587727,1.200493574142456,1.7939131765654592,2.7334604399469393
18,0.0005,0.10647199302911758,0.3162540419524565,0.722195402851329,1.2089515924453735,1.8054684508930554,2.7250664624636616
19,0.0005,0.09527553742130597,0.29168601427714863,0.6961446363849787,1.1681053638458252,1.7629517167806625,2.696319477084498
20,0.0005,0.08456490313013394,0.27917360416881704,0.6488809263045262,1.1957910060882568,1.7980453728726415,2.7169806801941085
21,0.0005,0.08372167001167934,0.28411643846808926,0.6382371855554245,1.1864749193191528,1.7924681012377595,2.7132871613770253
22,0.0005,0.07705637750526269,0.266894317890337,0.6204458773197671,1.1897282600402832,1.7927156248779008,2.7151470147602623
23,0.0005,0.07566884718835354,0.2632861895906051,0.609260242370524,1.2139688730239868,1.8243845823136242,2.7348335715419765
24,0.00025,0.07216623177131017,0.2514907266379027,0.6062003219948963,1.1834934949874878,1.7913194384538766,2.7110584418197132
25,0.00025,0.0692378357052803,0.24963409995845476,0.5969865101367324,1.1710244417190552,1.7794774734612666,2.6998758428272915
26,0.00025,0.06414128715793292,0.241428292429572,0.5675710111046848,1.1912823915481567,1.7944015079375468,2.713625756466235
27,0.00025,0.06349439981083076,0.23881877539435606,0.5595610014885589,1.208986759185791,1.811377360513716,2.7254116805708284
28,0.000125,0.06255539506673813,0.2384986166710629,0.5699973345216278,1.2083525657653809,1.8133060656713718,2.7256746171032358
29,0.000125,0.06408931190768878,0.23471829989505688,0.5665093840866479,1.1924359798431396,1.8013429655270143,2.7144581223452025
30,0.000125,0.06087582061688105,0.23806899154061423,0.5544472228334918,1.1873477697372437,1.7985872025742675,2.7109172777989397
31,0.000125,0.05822661643226942,0.2310170281229843,0.5400133469426641,1.1963149309158325,1.8109858681758244,2.7164859464111366
