sector_bucket,num_tickers,num_train,num_val,num_test,test_mae,test_rmse,selected_val_baseline,selected_val_baseline_mae
Consumer Defensive,7,523,80,74,0.3543490469455719,0.5521494150161743,baseline_trailing_mean,0.5129638406250001
Utilities,3,289,39,34,0.5716968774795532,0.6635491251945496,baseline_trailing_mean,0.48548664102564104
Financial Services,14,678,144,152,0.7746885418891907,1.2203595638275146,baseline_persistence,0.6252266527777778
Technology,23,1081,212,249,0.7805049419403076,1.442997932434082,baseline_persistence,0.6616030660377359
OTHER,8,191,33,76,0.8508017659187317,1.3794631958007812,baseline_trailing_mean,1.632348484848485
Communication Services,8,390,80,83,0.8989953398704529,1.411763310432434,baseline_trailing_mean,0.479435903125
Industrials,9,504,80,93,1.0530472993850708,1.8063791990280151,baseline_trailing_mean,1.1994062500000002
Healthcare,16,775,136,174,1.2178924083709717,2.0378973484039307,baseline_trailing_mean,0.6222814908088234
Consumer Cyclical,10,593,113,111,2.1425278186798096,7.892343997955322,baseline_trailing_mean,0.4903693230088496
