sector_bucket,num_tickers,num_train,num_val,num_test,test_mae,test_rmse,selected_val_baseline,selected_val_baseline_mae
Utilities,3,289,39,34,0.3664427101612091,0.4901890158653259,baseline_trailing_mean,0.48548664102564104
Consumer Defensive,7,523,80,74,0.3793576955795288,0.5779544115066528,baseline_trailing_mean,0.5129638406250001
Financial Services,14,678,144,152,0.7178125977516174,1.2493159770965576,baseline_persistence,0.6252266527777778
Technology,23,1081,212,249,0.8167527318000793,1.575515866279602,baseline_persistence,0.6616030660377359
Communication Services,8,390,80,83,0.8650094270706177,1.3796839714050293,baseline_trailing_mean,0.479435903125
OTHER,8,191,33,76,0.8851721882820129,1.3689903020858765,baseline_trailing_mean,1.632348484848485
Industrials,9,504,80,93,0.9330728054046631,1.6309832334518433,baseline_trailing_mean,1.1994062500000002
Healthcare,16,775,136,174,1.223923921585083,2.0991690158843994,baseline_trailing_mean,0.6222814908088234
Consumer Cyclical,10,593,113,111,2.1398119926452637,7.907602787017822,baseline_trailing_mean,0.4903693230088496
