sector_bucket,num_tickers,num_train,num_val,num_test,test_mae,test_rmse,selected_val_baseline,selected_val_baseline_mae
Consumer Defensive,7,523,80,74,0.3713829815387726,0.5615347027778625,baseline_trailing_mean,0.5129638406250001
Utilities,3,289,39,34,0.5526004433631897,0.6586836576461792,baseline_trailing_mean,0.48548664102564104
Financial Services,14,678,144,152,0.715512216091156,1.2213997840881348,baseline_persistence,0.6252266527777778
Technology,23,1081,212,249,0.8072840571403503,1.4519932270050049,baseline_persistence,0.6616030660377359
Communication Services,8,390,80,83,0.8616855144500732,1.4169511795043945,baseline_trailing_mean,0.479435903125
OTHER,8,191,33,76,0.9228715300559998,1.4148331880569458,baseline_trailing_mean,1.632348484848485
Industrials,9,504,80,93,0.9685558080673218,1.6593153476715088,baseline_trailing_mean,1.1994062500000002
Healthcare,16,775,136,174,1.1991194486618042,2.0249946117401123,baseline_trailing_mean,0.6222814908088234
Consumer Cyclical,10,593,113,111,2.153447151184082,7.903997421264648,baseline_trailing_mean,0.4903693230088496
