epoch,train_loss,train_mae,train_rmse,val_loss,val_mae,val_rmse
1,0.020054098766516235,0.13287651730028704,0.20409887912106867,0.08817896619439125,0.33153361276439997,0.42357946059281026
2,0.012979785829563351,0.09121387249928106,0.16639233308682919,0.1311997671922048,0.4017663850732472,0.5211129398479736
