sector_bucket,num_tickers,num_train,num_val,num_test,test_mae,test_rmse,selected_val_baseline,selected_val_baseline_mae
Consumer Defensive,7,523,80,74,0.4022350609302521,0.5862613320350647,baseline_trailing_mean,0.5129638406250001
Utilities,3,289,39,34,0.45297202467918396,0.545178234577179,baseline_trailing_mean,0.48548664102564104
Consumer Cyclical,7,496,81,80,0.584221363067627,1.1668821573257446,baseline_seasonal_naive,0.5794145555555554
Communication Services,7,338,64,71,0.7561919093132019,1.292926549911499,baseline_persistence,0.43387553125
Financial Services,14,678,144,152,0.7756975889205933,1.2923868894577026,baseline_persistence,0.6252266527777778
Technology,17,823,162,184,0.8522992134094238,1.4750819206237793,baseline_trailing_mean,0.7569422067901235
OTHER,8,191,33,76,0.8944382071495056,1.428436040878296,baseline_trailing_mean,1.632348484848485
Healthcare,16,775,136,174,1.1968505382537842,2.0310516357421875,baseline_trailing_mean,0.6222814908088234
Industrials,9,504,80,93,1.4965527057647705,2.3529231548309326,baseline_trailing_mean,1.1994062500000002
