sector_bucket,num_tickers,num_train,num_val,num_test,test_mae,test_rmse,selected_val_baseline,selected_val_baseline_mae
Consumer Defensive,7,523,80,74,0.393280029296875,0.576267421245575,baseline_trailing_mean,0.5129638406250001
Utilities,3,289,39,34,0.45172908902168274,0.5676032900810242,baseline_trailing_mean,0.48548664102564104
Consumer Cyclical,7,496,81,80,0.6024230718612671,1.1924190521240234,baseline_seasonal_naive,0.5794145555555554
Financial Services,14,678,144,152,0.7188485264778137,1.2508368492126465,baseline_persistence,0.6252266527777778
Communication Services,7,338,64,71,0.7626760005950928,1.2678402662277222,baseline_persistence,0.43387553125
Technology,17,823,162,184,0.8598484992980957,1.4629427194595337,baseline_trailing_mean,0.7569422067901235
OTHER,8,191,33,76,0.8931520581245422,1.4270453453063965,baseline_trailing_mean,1.632348484848485
Industrials,9,504,80,93,0.9820383787155151,1.6678444147109985,baseline_trailing_mean,1.1994062500000002
Healthcare,16,775,136,174,1.1930148601531982,2.0191617012023926,baseline_trailing_mean,0.6222814908088234
