epoch,lr,train_loss,train_mae,train_rmse,val_loss,val_mae,val_rmse
1,0.0005,0.18151245879776337,0.3486651526904035,0.8437721522237328,0.4314136207103729,0.6612543661217645,1.2186258278144413
2,0.0005,0.1566558410139645,0.2906838419842775,0.791172596892982,0.39877330511808395,0.6369392012579823,1.1295163358144473
3,0.0005,0.13424941064680324,0.27869050854256605,0.7206750161839316,0.3680925667285919,0.6259787963035534,1.0347999281515035
4,0.0005,0.11076475416912752,0.2659612092065429,0.6598097282376286,0.3672313317656517,0.6374365758361682,1.0011069874565672
5,0.0005,0.09757853288422613,0.2454852319256188,0.6272964621553926,0.3397265747189522,0.6120245066770124,0.9539070695595404
6,0.0005,0.08682327399797299,0.23153671244901125,0.6069046457692582,0.3492662236094475,0.6100193165629259,0.9729739584347357
7,0.0005,0.08463058719301925,0.22808992128837965,0.6024308172034978,0.3540329784154892,0.614999571788775,0.9631345417113993
8,0.0005,0.07121818096322172,0.2107986333098514,0.5603398265577416,0.3291676491498947,0.5834439173165076,0.935532805737976
9,0.0005,0.0671204873086775,0.20175889225665455,0.5504043526085168,0.33432501554489136,0.603139635667486,0.9497517675519038
10,0.0005,0.06548799399067373,0.20308838870094625,0.5387686638531354,0.33330558240413666,0.5951973266969874,0.963106978708973
11,0.0005,0.06601114275262636,0.20155587956131843,0.5297036419068202,0.3648568317294121,0.6459153546898995,1.0026468765011525
12,0.0005,0.05784315780243453,0.1851864021269744,0.5207845004715483,0.35665032267570496,0.6295565183116298,0.9786395639595917
13,0.00025,0.05176701637751916,0.16881581000698545,0.4985227727320819,0.35027015209198,0.6240728705559137,0.9830370378050302
14,0.00025,0.043745739166350925,0.15679772320797083,0.4749435042244929,0.3536650687456131,0.6273356898916218,0.9781272742476468
15,0.00025,0.040782227564383954,0.15453052929271732,0.45662017448629566,0.42616914212703705,0.7035513606695634,1.084072156376992
16,0.00025,0.03580563460641047,0.14276666363298887,0.44364786248318644,0.38948802649974823,0.6621212736475017,1.0457267974225966
17,0.000125,0.03740383607938009,0.14326738976273826,0.4375300433621404,0.35383301228284836,0.6207891137708189,0.985838756018015
18,0.000125,0.03258132173077149,0.13437524051547642,0.4260491267463117,0.3738282397389412,0.6415154062527811,1.0184490619696742
19,0.000125,0.03256024924271247,0.13371450880350275,0.4274114628292745,0.36851200461387634,0.642103689177981,1.007238585194874
20,0.000125,0.030168016934219527,0.12969567439287116,0.41290910867856906,0.36025724560022354,0.6305310519517593,0.9967978844582692
