epoch,train_loss,train_mae,train_rmse,val_loss,val_mae,val_rmse
1,0.02014018458259456,0.1307499660204889,0.2033941290866036,0.07672915980219841,0.30722831189632416,0.39366636360810286
2,0.011727943989064763,0.09206255687210985,0.15680342267281655,0.08978122224410374,0.33222245003866113,0.42768531550316047
