epoch,lr,train_loss,train_mae,train_rmse,val_loss,val_mae,val_rmse
1,0.0005,0.6297937608682193,1.0360001249200375,1.4781909713019594,0.7079786360263824,1.0057164938361556,1.567689527582038
2,0.0005,0.3222664434176225,0.6551431211578419,1.0737052527169149,0.7651853958765665,1.0606197331698588,1.6158135588802647
3,0.0005,0.2523736816186171,0.5499800497457783,0.9715327801618528,0.6514557898044586,0.9135054561458988,1.4693183964753027
4,0.0005,0.21090675088075492,0.4731370232782054,0.9249546189809164,0.6535977125167847,0.9117523250572476,1.46571627447034
5,0.0005,0.17681530977670962,0.40680314236821863,0.8421003703081619,0.6595903237660726,0.9203971645530359,1.4887541697265951
6,0.0005,0.16169960567584404,0.37448858916148414,0.8180104402330919,0.6780908207098643,0.9405089601138492,1.5294735157556183
7,0.0005,0.1523391343653202,0.364118261897047,0.8049620943328707,0.6284852276245753,0.8842981333533922,1.460243228145583
8,0.0005,0.14658502088143274,0.3575232151096838,0.7900430691393172,0.6975581149260203,0.955048674142655,1.5380671213962072
9,0.0005,0.1247819043122805,0.3194570500108856,0.715497270596239,0.6751792828241984,0.924861882203891,1.5084266113074138
10,0.0005,0.10358925450306672,0.2742078489881973,0.6917424660929815,0.6825701892375946,0.931589641780765,1.4876531820791583
11,0.0005,0.09497106791688846,0.2706351919710197,0.6656687438205046,0.6642064054807028,0.9171637787863061,1.4957916184716806
12,0.00025,0.08686583489179611,0.24762779321801032,0.6371842184747883,0.6565692126750946,0.8968934255341688,1.4837299369334183
13,0.00025,0.06919065963190335,0.21881426326881864,0.592571485689455,0.6704302827517191,0.9240834617780315,1.498663669836121
14,0.00025,0.07045324977773887,0.21630105770245095,0.586561822824369,0.6764852305253347,0.9253120928726815,1.4994951981388354
15,0.00025,0.05873861342955094,0.19960332367589578,0.5570384650415016,0.6777813037236532,0.9264407502832236,1.4833152255169846
16,0.000125,0.05173558068390076,0.18155785930147203,0.5489294347201038,0.6808827420075735,0.9355765855238761,1.4893713445538883
17,0.000125,0.0534305851906538,0.18359636206814695,0.5303866261565754,0.6733917693297068,0.928025625370167,1.479582268664779
18,0.000125,0.04633769213866729,0.17170707445041722,0.5057943574633871,0.6773654917875925,0.9317761571778927,1.48603252692077
19,0.000125,0.04579080197100456,0.1685985135214255,0.5182670198464158,0.6691693464914957,0.9173970046326702,1.4792288738055825
